Company Name,Website,Address,Phone Number,Customer Name,Position,Customer Phone Number,Email Address,Specialise,,,,,,,,,
Incotrans - Công Ty CP TM Vận Tải Liên Quốc Tế,www.incotrans.com.vn,"Toà Nhà Sunrise City View, 33 Nguyễn Hữu Thọ, P. Tân Hưng, Q. 7,TP. Hồ Chí Minh, Việt Nam",(028) 54010699,Ông Trương Công Phú,,908756657,info@incotrans.com.vn,kho bãi cho thuê,,,,,,,,,
Vận Tải Gebruder Weiss - Công Ty TNHH Gebruder Weiss,www.gw-world.com,"Phòng 2, Lầu 9, HD Tower, Số 25Bis, Đường Nguyễn Thị Minh Khai, Phường Bến Nghé, Quận 1,TP. Hồ Chí Minh, Việt Nam",0901 915 478,Ông Nguyễn Trọng Nghĩa,,0901 915 478,nghia.nguyen@gw-world.com,kho bãi cho thuê,,,,,,,,,
Vận Tải Kỷ Oai Rồng Chi Na - Công Ty TNHH Giao Nhận Kỷ Oai Rồng Chi Na,www.korchina.com,"Lầu 9, Số 119 Điện Biên Phủ, P. Đa Kao, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38209477,Hotline,,,info@kc-intl.com,kho bãi cho thuê,,,,,,,,,
Công Ty Cổ Phần Giao Nhận Vận Chuyển Và Thương Mại Đại Hùng Phát,www.dhptrans.com,"Số 3, Cư Xá Độc Lộc, Đường Độc Lập, Phường Tân Qúy, Quận Tân Phú,TP. Hồ Chí Minh, Việt Nam",(028) 38474989,Ms. Đỗ Thị Trinh,,,sales02@dhptrans.com,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Cavi Express,www.caviexpress.net,"Số 3B Giải Phóng, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",979356799,Hotline,,0979 356 799,info@caviexpress.net,kho bãi cho thuê,,,,,,,,,
Công Ty Cổ Phần Thương Mại Giao Nhận Ba Sáu Năm,www.365express.com.vn,"13 Nguyễn Quang Bích, P. 13, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38497999,Ông Đinh Vĩnh Cường,,0908.888.897,info@365express.com.vn,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Một Thành Viên Thương Mại Dịch Vụ Vận Tải Phúc An Khang,,"257B/ 9A, ấp 2, Đường An Phú Tây, Hưng Long, X. An Phú Tây, H. Bình Chánh,TP. Hồ Chí Minh, Việt Nam",(028) 37604908,Ông Lê Quang Toàn,,0938 123 553 (Mr. MÉn),phucankhangcontainer@yahoo.com.vn,kho bãi cho thuê,,,,,,,,,
Sotrans - Công Ty CP Kho Vận Miền Nam,www.sotrans.com.vn,"Số 1B Hoàng Diệu, P. 13, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 62685858,Hotline,,(028) 6268 5858,info@sotrans.com.vn,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH ANB International Logistics,www.anbvietnamlogs.com,"Số 88 Bạch Đằng, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 36202776,Mr. Nguyễn Quốc Minh,Quản lý,0903 642 687,minh@anbvietnam.com,kho bãi cho thuê,,,,,,,,,
Vận Tải Ecu - Công Ty TNHH Ecu Worldwide Việt Nam,www.ecuworldwide.com,"23 Đường 8A, KDC Nam Long, P. Tân Thuận Đông, Q. 7,TP. Hồ Chí Minh, Việt Nam",(028) 37733737,Ms. Bùi Thị Thanh Thảo,,,hrsgn@ecuworldwide.com,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Vận Chuyển Newstar,www.vanchuyennewstar.com,"Số 1234, QL. 1A, P. Thới An, Q. 12,TP. Hồ Chí Minh, Việt Nam",937707983,Hotline,,0937 707 983(),lamchanphong1800@gmail.com,kho bãi cho thuê,,,,,,,,,
Vận Tải Biển vàng - Công Ty TNHH Thương Mại Dịch Vụ Giao Nhận Biển Vàng,,"74/4 Đường số 9, P. 16, Q. Gò VấpTP. Hồ Chí Minh, Việt Nam",903743050,Mr. Trần Xuân Tùng,,903743050,xuantung@bienvang.com.vn,kho bãi cho thuê,,,,,,,,,
Công Ty Cổ Phần Bông Việt Nam,www.bongvietnam.com.vn,"Lô I.15-16-17, Đường D2, Khu Văn Thánh Bắc, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 38992668,Hotline,,(028) 3899 2668,bongvietnam@vnn.vn,kho bãi cho thuê,,,,,,,,,
Công Ty Cổ Phần Chuyển Phát Nhanh Vietstar,www.vietstarexpress.com,"Số 28 Phan Thúc Duyện, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",19006533,Hotline,,1900 6533 - 1,info@vietstarexpress.com,kho bãi cho thuê,,,,,,,,,
Logistics Royal - Công Ty TNHH Royal Cargo Việt Nam,www.royalcargo.com,"Tầng 18, Tòa Nhà Pearl Plaza, 561A Điện Biên Phủ, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35129990,Mrs. Kiều,,0908 457 851,kieu.nguyen@royalcargo.com,kho bãi cho thuê,,,,,,,,,
Mystorage - Công Ty TNHH Austin Lab,www.mystorage.vn/vi,"Số 2, Đường Số 4, KP. 4, P. An Phú, Q. 2,TP. Hồ Chí Minh, Việt Nam",(028) 77700117,Kiều Phạm Anh Khoa,Nhân Viên Kinh Doanh,,hello@mystorage.vn,kho bãi cho thuê,,,,,,,,,
Chi Nhánh TP HCM - Công Ty CP Đầu Tư T&C,www.t-cgroup.com,"384/42 Nam Kỳ Khởi Nghĩa, P. 8, Q. 3,TP. Hồ Chí Minh, Việt Nam",989022450,Mr. Trần Quốc Đức,P. Giám Đốc,0989 022 450,tranquocduc@t-clogistics.com,kho bãi cho thuê,,,,,,,,,
Vận Tải Phượng Hoàng - Công Ty TNHH Vận Tải TM DV Phượng Hoàng,www.phuonghoangtrans.com,"2/75 Lê Thị Hà, ấp Đình, X. Tân Xuân, H. Hóc Môn,TP. Hồ Chí Minh, Việt Nam",(028) 22484805,Hotline,,0986 395 979,phuongle@phuonghoangtrans.com,kho bãi cho thuê,,,,,,,,,
Vận Tải Duy Tài - Công Ty TNHH Giao Nhận & Vận Tải - Thương Mại Duy Tài,www.vantaiduytai.com.vn,"Số 10A, Đường TTN07, KP. 5, P. Tân Thới Nhất, Q. 12,TP. Hồ Chí Minh, Việt Nam",(028) 38832950,Mr. Hòa,,0903 741 140,vantaiduytai@gmail.com,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Xuất Nhập Khẩu Thương Mại Anh Trâm,www.Vantaianhtram.com,"Tầng 14, Tòa Nhà HM town, 412 Nguyễn Thị Minh Khai, P. 5, Q. 3.TP. Hồ Chí Minh, Việt Nam",909123901,Ms. Nguyễn Hồng Trâm,Trưởng Phòng Kinh Doanh,909123901,tramnguyen@vantaianhtram.com,kho bãi cho thuê,,,,,,,,,
Vận Tải Da Na HCM - Công Ty CP Thương Mại Và Giao Nhận Vận Tải Quốc Tế Da Na HCM,www.danatransgroup.com,"6 Thích Minh Nguyệt, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38421889,Ông Lại Ngọc Thuân,,0918 417 239,danahcm@danatransgroup.com,kho bãi cho thuê,,,,,,,,,
Transporter - Công Ty TNHH Giao Nhận Người Vận Chuyển Quốc Tế,www.transportervn.com,"Số 42/43-45 Nguyễn Minh Hoàng, P. 12, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38495715,Hotline,,962244938,info@transportervn.com,kho bãi cho thuê,,,,,,,,,
Logistics Kuehne Nagel - Công Ty TNHH Kuehne Và Nagel,www.vn.kuehne-nagel.com,"Tầng 11, Tòa Nhà Vincom Center, Số 72 Lê Thánh Tôn, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38282200,Hotline,,028 3828 2200,info.hochiminhcity@kuehne-nagel.com,kho bãi cho thuê,,,,,,,,,
Vận Tải Ichiban - Công Ty TNHH Toàn Cầu Ichiban,www.ichibanglobal.vn,"Số 1113-115 Ung Văn Khiêm, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 36361662,Mr. Nam,,0918 854 854,namnh@ichibanglobal.vn,kho bãi cho thuê,,,,,,,,,
Công Ty CP Logistics NPL,www.npllogistics.com,"Lô 10-12, Đường Số 9, KCN Tân Tạo, Q. Bình Tân,TP. Hồ Chí Minh, Việt Nam",(028) 37545200,Hotline,,0949 187 168,info@npllogistics.com,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH MTV Tổng Công Ty Tân Cảng Sài Gòn,www.saigonnewport.com.vn,"722 Điện Biên Phủ, P. 22, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",18001188,Anh Trương Tấn Lộc,Trưởng Phòng Marketing,090 3751 643,marketing@saigonnewport.com.vn,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Paris Logistics,www.parislogistics.com.vn,"60 Nguyễn Văn Thủ, Phường Đakao, Quận 1,TP. Hồ Chí Minh, Việt Nam",909400990,,Giám đốc,909400990,paris@parislogistics.com.vn,kho bãi cho thuê,,,,,,,,,
SOTRANS Logistics - Công Ty TNHH MTV SOTRANS Logistics,www.sotrans.com.vn,"1B Hoàng Diệu, P. 13, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 6268 5858,Hotline,,,info@sotrans.com.vn,kho bãi cho thuê,,,,,,,,,
Vận Tải RATRACO - Công Ty TNHH Giải Pháp Vận Tải RATRACO,www.ratracosolutions.com,"21Bis Hậu Giang, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",0965 131 131,Mr. Nguyễn Duy Toàn,,0965 131 131(),toannguyen@ratracosolutions.com,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Thương Mại Vận Tải Tuấn Mai,www.vantaituanmai.com,"39/5B Bà Điểm 12, Ấp Đông Lân, X. Bà Điểm, H. Hóc Môn,TP. Hồ Chí Minh, Việt Nam",(028) 3712 6974,,,0903 006 726(),vantaituanmai@gmail.com,kho bãi cho thuê,,,,,,,,,
Công Ty CP Logistics Nguyễn Phát,www.nguyenphat.com,"151/1 Võ Văn Tần, P. 6, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 37420130,Ms. Huyền,,,contact@nguyenphat.com,kho bãi cho thuê,,,,,,,,,
Dịch Vụ Đóng Gói Hàng Hóa Úc Châu - Công Ty TNHH TM DV Úc Châu,www.ucchauvn.com,"KDC Phú Lợi, Đường Phạm Thế Hiển, P. 7, Q. 8,TP. Hồ Chí Minh, Việt Nam",(028) 54329321,Mr. Nguyễn,,0906 862 499,ucchau@ucchauvn.com,kho bãi cho thuê,,,,,,,,,
Dịch Vụ Chuyển Nhà Xá Lợi - Công Ty TNHH Dịch Vụ Vận Tải Xá Lợi,www.movinghouse.vn,"Số 577/36 Qu&#7889c Lộ 13, P. Hiệp Bình Phước, TP. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",(028) 35123535,,,,movinghouse.vn@gmail.com,kho bãi cho thuê,,,,,,,,,
Kho Vận Danko - Chi Nhánh Công Ty TNHH Kho Vận Danko,www.danko.com.vn,"Lầu 6, Tòa nhà CT-IN, 435 Hoàng Văn Thụ, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38114033,Ông Trần Quang Quyết,,0918 670 369(),quangquyet@danko.com.vn,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Hậu Cần Lạnh 3 SA,www.facebook.com/dichvuvanchuyenvakhobai,"7/18 Linh Đông, P. Linh Đông, Q. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",774114886,Mr. Dũng,,774114886,3sacoldlogistics@gmail.com,kho bãi cho thuê,,,,,,,,,
Công Ty Cổ Phần Box & Lok,www.boxnlok.vn,"Số 58, Đường 37, CitiBella 2, P. Cát Lái, Q. 2,TP. Hồ Chí Minh, Việt Nam",966232122,Hotline,,966232122,siri@boxnlok.vn,kho bãi cho thuê,,,,,,,,,
Vận Tải Nguyễn Lắm - Công Ty TNHH Dịch Vụ Vận Tải Nguyễn Lắm,www.vantainguyenlam.com,"988/3D Đường Võ Thị Thừa, KP. 3, P. An Phú Đông, Q. 12,TP. Hồ Chí Minh, Việt Nam",934863599,Hotline,,934863599,nguyenlamvantai@gmail.com,kho bãi cho thuê,,,,,,,,,
Hóa Chất Kim Phong - Công Ty Cổ Phần Hóa Chất Kỹ Thuật Kim Phong,www.kptchem.com,"Số 62 Đường 64, P. Thạnh Mỹ Lợi, Tp. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",(028) 38143585,,,0909 576 800(),info@kptchem.com,kho bãi cho thuê,,,,,,,,,
Vận Chuyển 24H Sài Gòn - Công Ty TNHH Vận Chuyển 24H Sài Gòn,www.vanchuyen24h.vn,"83/19 Đào Tông Nguyên, Thị Trấn Nhà Bè, Huyện Nhà Bè,TP. Hồ Chí Minh, Việt Nam",Hotline: 0828 137 138,Mr. Nguyễn Ngọc Triết,Giám Đốc,0828 137 138,hotro@vanchuyen24h.vn,kho bãi cho thuê,,,,,,,,,
Công Ty Cổ Phần Tiếp Vận Quốc Tế Rồng Xanh,www.greendragonlog.com.vn,"222/8B Bùi Đình Túy, Phường 12, Quận Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",909015116,,PP Trợ lý KD,909015116,assistant.ceo@greendragonlog.com.vn,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Vận Tải Công Nghiệp Đại Tấn,www.daitan.vn,"M7 Lê Thị Riêng, P. Thới An, Q. 12,TP. Hồ Chí Minh, Việt Nam",(028) 37179316,Hotline,,0913 959 585(),doantta@gmail.com,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Một Thành Viên Dịch Vụ Thanh Lâm,www.congtythanhlam.com,"8/42 Đinh Tiên Hoàng, P. Đa Kao. Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 39118134,Ông Nguyễn Thanh Sơn,,0913 868 770,thanhlam_co@yahoo.com.vn,kho bãi cho thuê,,,,,,,,,
Vận Tải Tinh Hoa - Công Ty TNHH Vận Tải - Dịch Vụ - Thương Mại Tinh Hoa,www.vantaitinhhoa.com,"290/3 Trường Chinh, P. 13, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38111812,Hotline,,0913 724 662(),vanchuyentinhhoa@gmail.com,kho bãi cho thuê,,,,,,,,,
ILT Logistics - Công Ty CP Thương Mại Dịch Vụ Logistics Đông Dương,www.iltvn.com,"122 Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình,TP. Hồ Chí Minh, Việt Nam",(024) 73073388,Hotline,,093 452 66 68,support@iltvn.com,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Tanyo,,"23/31 Đường Số 27 Hiệp Bình Chánh, Q. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",794971518,Mr. Nguyễn Văn Tân,,794971518,tanyoexpress@gmail.com,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH MTV TM - DV Long Giang Việt Nam,www.longgiangvn.com,"215 Và 27K - Quốc Lộ 1A, KCN Linh Trung, TP. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",(028) 35351333,Hotline,,0986 221 117,ha@longgiangvn.com,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Việt Hóa Nông,,"2A, 4A, Tôn Đức Thắng, P.Bến Nghé, Q.1,TP. Hồ Chí Minh, Việt Nam",(028) 38222090,Văn phòng,,,info@viethoanong.com,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Sản Xuất Kinh Doanh Thương Mại Dịch Vụ Tuấn Ngọc,,"61 Võ Văn Tần, P. 6, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 39307275,,,,tuan_ngocfactory@yahoo.com,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH MTV Giao Nhận Vận Tải VIN,,"Số 10, Đường Số 9, CX Bình Thới, P. 8, Q. 11,TP. Hồ Chí Minh, Việt Nam",(028) 62643790,Bà Trương Thị Kim Loan,Logistics Department,0972.701.115,vintrans111@gmail.com,kho bãi cho thuê,,,,,,,,,
Nhà Đất Gò Vấp,www.webnhadat-govap.tk,"28/5A Quang Trung, P. 8, Q. Gò Vấp,TP. Hồ Chí Minh, Việt Nam",(028) 38959648,,,,nhadatgovap@yahoo.com,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Kho Bãi Đông Nam,www.khobaidongnam.com,"158/1A Nguyễn Sơn, P. Phú Thọ Hòa, Q. Tân Phú,TP. Hồ Chí Minh, Việt Nam",902449339,Mr. Sơn,,0902 538 375,vantaikhobaidongnam@gmail.com,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Một Thành Viên Dịch Vụ Vận Tải Hoàng Tú An,www.congtyvantai.vn,"7/2Z ấp Thới Tây 1, X. Tân Hiệp, H. Hóc Môn,TP. Hồ Chí Minh, Việt Nam",0919.450.200,,,,phamvan78@gmail.com,kho bãi cho thuê,,,,,,,,,
Công Ty Cổ Phần Rusco,www.rusco.vn,"1/1 Tân Kỳ Tân Quý, P. Sơn Kỳ, Q. Tân Phú,TP. Hồ Chí Minh, Việt Nam",(028) 38470397,,Tp. Tổ Chức - Hành Chính,,ruscovn@yahoo.com.vn,kho bãi cho thuê,,,,,,,,,
SEC Warehouse,www.sec-warehouse.vn,"34 Đào Trí, Phường Phú Thuận, Quận 7,TP. Hồ Chí Minh, Việt Nam",901868786,Xuân Minh,Trưởng Phòng,0966 775 622,kinhdoanh@sec-warehouse.vn,kho bãi cho thuê,,,,,,,,,
Hoàng Nguyễn - Công Ty Cổ Phần Hoàng Nguyễn,,"2222 KP 1,Quốc Lộ 1A, P. Tân Chánh Hiệp, Q. 12,TP. Hồ Chí Minh, Việt Nam",(028) 38911422,,,,ctyhoangnguyen@gmail.com,kho bãi cho thuê,,,,,,,,,
Thái Bình Dương - Công Ty TNHH Thái Bình Dương,www.pacificfoodco.com,"74 An Dương Vương, P. 16, Q. 8,TP. Hồ Chí Minh, Việt Nam",(028) 38756397,,,,tbd@unet.vnnews.com,kho bãi cho thuê,,,,,,,,,
Công Ty Cổ Phần Thương Mại Và Tiếp Vận Vận Tải Mêkông,www.mekongvn.com,"26 Trà Khúc, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",941603939,Mr. Minh Khuyết,,,minhkhuyet@vanchuyenhangnambac.com,kho bãi cho thuê,,,,,,,,,
Superstar Global Logistics - Công Ty TNHH Giao Nhận Vận Chuyển Siêu Sao Toàn Cầu,www.superstarglobal.vn,"P1508, Tầng 15, Tòa Nhà Vincom Center, Số 72 Lê Thánh Tôn, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38450863,Hotline,,090 33 44 888(),tram.nguyen@superstarglobal.vn,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Thương Mại Phát Triển Vận Tải Tiến Cường 24h,www.chuyennha24h.net,"Số 16A3 Nguyễn Thị Tràng, P. Hiệp Thành, Q. 12,TP. Hồ Chí Minh, Việt Nam",888889968,Mr. Lê Anh Tiến,,0888 889 968,chuyennha24h@gmail.com,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Sản Xuất Thương Mại Vạn Đạt,www.vandat.com,"Khu Công Nghiệp Tân Bình, Lô II-1, Nhóm CN II,P. Tây Thạnh, Q. Tân Phú,TP. Hồ Chí Minh, Việt Nam",(028) 38161975,Ms. Chi,Thư Ký,,"vandatco@hcm.vnn.vn, rosa@hcm.vnn.vn",kho bãi cho thuê,,,,,,,,,
Công Ty TNHH SX TM Tuấn Thanh Thảo,www.tuanthanhthao.com,"789 Nguyễn Duy Trinh, P. Phú Hữu, TP. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",919482554,Hotline,,0933.9655.73,tuanthanhthaoglass@gmail.com,kho bãi cho thuê,,,,,,,,,
MyStorage Saigon,www.mystorage.vn,"2 Đường Số 4, KP.  4, P.  An Phú, Q. 2,TP. Hồ Chí Minh, Việt Nam",2877700117,Mr. Aric Austin,,,hello@mystorage.vn,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH V-Box Self Storage,www.vboxselfstorage.com,"Số 57-59 Đường Số 7, Khu A, P. An Phú, TP. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",862264669,Hotline,,086 226 4669(),info@vboxselfstorage.com,kho bãi cho thuê,,,,,,,,,
Công Ty Cổ Phần Vận Tải Và Giao Nhận Bia Sài Gòn,www.sabetranjsc.com,"Tầng 8, Số 08 Nam Kỳ Khởi Nghĩa, P. Nguyễn Thái Bình, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 39140780,Hotline,,(028) 3914 0780,sbt@sabetranjsc.com,kho bãi cho thuê,,,,,,,,,
Vận Tải Thúy Nghĩa - Công Ty TNHH TM DV Vận Tải Thúy Nghĩa,www.xecaunghia.com,"5 Huỳnh Anh, Tổ 10, KP. 3, P. Bình Chiểu, TP. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",909979649,Hotline,,0909 979 649,ctyvantaithuynghia@gmail.com,kho bãi cho thuê,,,,,,,,,
Công Ty Cổ Phần Khai Thác Và Quản Lý Khu Công Nghiệp Đặng Huỳnh,www.ttcdanghuynh.vn,"512 Lý Thường Kiệt, Phường 7, Quận Tân Bình,TP. Hồ Chí Minh, Việt Nam",931331766,Hotline,,,info@ttcdanghuynh.vn,kho bãi cho thuê,,,,,,,,,
Công Ty CP Hàng Hải Bông Sen,,"1A Nguyễn Văn Quỳ, P. Tân Thuận, Q. 7,Tp. Hồ Chí Minh, Việt Nam",393923838,,,,,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Giao Nhận Quang Khoa,www.qkl.com.vn,"C12/11, Quốc lộ 1A, ấp 3, X. Tân Kiên, H. Bình Chánh,TP. Hồ Chí Minh, Việt Nam",913745454,,,,info@qkl.vn,kho bãi cho thuê,,,,,,,,,
Công Ty Cổ Phần Thương Nghiệp Q. 11,,"2 Lãnh Binh Thăng, P. 13, Q. 11,TP. Hồ Chí Minh, Việt Nam",(028) 39628524,,,,ctycptn11@yahoo.com,kho bãi cho thuê,,,,,,,,,
Thành Dương - Công Ty TNHH Vận Tải Thành Dương,,"42 Huỳnh Thiện Lộc, P. Hòa Thạnh, Q. Tân Phú,TP. Hồ Chí Minh, Việt Nam",(028) 39732122,,,,,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH MTV Đầu Tư TMSX XNK Phạm Gia Phát,www.phamgiaphat.yell.vn,"21A, Phùng Tá Chu, P. An Lạc A, Q. Bình Tân,TP. Hồ Chí Minh, Việt Nam",(028) 62603858,,,,phamgiaphatco@yahoo.com.vn,kho bãi cho thuê,,,,,,,,,
Công Ty CP Đầu Tư Thương Mại Khang Phú,,"176 Lê Văn Sỹ, P. 10, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 39918680,,,,thanhnhut@khangphuvn.com,kho bãi cho thuê,,,,,,,,,
Xí Nghiệp Đầu Tư Xây Dựng Đô Thành - CSAMCO,www.csamco.com.vn,"Số 121 Cô Giang, P. Cô Giang, Q.1,TP. Hồ Chí Minh, Việt Nam",(028) 39207350,Hotline,,,csamco@samco.com.vn,kho bãi cho thuê,,,,,,,,,
Thanh Bình - Công Ty TNHH Sản Xuất & Thương Mại Thanh Bình,,"18 Đường Số 2 Cư xá Đài Rada Phú Lâm, P. 13, Q. 6,TP. Hồ Chí Minh, Việt Nam",(028) 37513772,,,,,kho bãi cho thuê,,,,,,,,,
Công Ty Phúc Long DEPOT,www.phuclongdepot.vn,"35B, Đường 12B, P.Tân Thuận Tây, Quận 7,TP. Hồ Chí Minh, Việt Nam",919507879,,,,,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Phát Triển Thương Mại Xây Dựng Thiên Phú Lộc,www.thienphuloc.net,"Số 374 Phạm Hùng, Phường 5, Quận 8,TP. Hồ Chí Minh, Việt Nam",907242463,Hotline,,,,kho bãi cho thuê,,,,,,,,,
Công Ty CP Giao Nhận Vận Tải Green,,"Số 03, Đường 19, KP.3, P. Hiệp Bình Phước, Q. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",935614818,,,,info.greentrans.vn,kho bãi cho thuê,,,,,,,,,
Công Ty Cổ Phần Dịch Vụ Sản Xuất Xuất Nhập Khẩu Bình Tây,www.bitahaco.com.vn,"222-222A Hậu Giang, P. 9, Q. 6,TP. Hồ Chí Minh, Việt Nam",(028) 39606813,Ông Lê Bá Anh Vũ,Phòng KH - KD,0976 625 676,bitahaco@hcm.fpt.vn,kho bãi cho thuê,,,,,,,,,
Công Ty Cổ Phần An Bình,www.anbinhgroup.vn,"Số 10 Đại Lộ Độc Lập, KP. Bình Đường 1, P. An Bình, TP. Dĩ An,Đồng Nai, Việt Nam",(028) 38960964,Hotline,,(028) 38960964,absc@anbinhgroup.vn,kho bãi cho thuê,,,,,,,,,
ICD Đồng Nai - Công Ty Cổ Phần Cảng Container Đồng Nai,www.icddongnai.com,"Km13, QL. 51, P. Tam Phước, TP. Biên Hòa,Đồng Nai, Việt Nam",(0251) 3511703,Hotline,,(0251) 3511701,lienhe@icddongnai.com,kho bãi cho thuê,,,,,,,,,
"Dịch vụ Logistics - TNL Logistics & Trading Co., Ltd",www.tnllog.com.vn,"Số 02 Khu Dịch Vụ Amata, Đường Amata, KCN Amata, TP. Biên Hòa,Đồng Nai, Việt Nam",0909 594 294,,Giám Đốc,0903 972 173(),trungngoclan@tnllog.com.vn,kho bãi cho thuê,,,,,,,,,
LBL WareHouse - Công Ty Cổ Phần Tiếp Vận Long Bình,www.longbinhlogistics.com,"G243, Khu Phố 7, Phường Long Bình, Thành Phố Biên Hòa,Đồng Nai, Việt Nam",(0251) 6501789,Hotline,,0902 999 992(),sales@longbinhlogistics.com,kho bãi cho thuê,,,,,,,,,
Logistics Thông Quan - Công Ty Cổ Phần Thông Quan,www.thongquan.com.vn,"1086 Đường Song Hành, KP. 5, P. An Bình, TP. Biên Hòa,Đồng Nai, Việt Nam",(0251) 8871409,Mr. Điềm,Giám đốc,0908 510 266,kinhdoanh@thongquan.com.vn,kho bãi cho thuê,,,,,,,,,
Sam Phú - Công Ty Cổ Phần Nhựa Sam Phú,www.samphu.com.vn,"Đường Số 2, KCN Long Thành, X. Tam An, H. Long Thành,Đồng Nai, Việt Nam",(0251) 3514166,Bà Nguyễn Thị Nga,NV Phòng HCNS,,spc@samphu.com,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Lộc Bình An,www.locbinhan.com.vn,"Đối diện cổng D ICD Tân Cảng đường Phan Đăng Lưu, P. Long Bình, TP. Biên Hòa,Đồng Nai, Việt Nam",0948.568.668,,,,locbinhan.transport@gmail.com,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Thương Mại Và Tiếp Vận Vạn Phúc,,"Số 158/62, Đường Hồ Văn Đại, Khu Phố 3, P. Quang VinhĐồng Nai, Việt Nam",979533555,Nguyễn Bá Học,Giám Đốc,0979533555(),hoc_nb@vanphuclog.com.vn,kho bãi cho thuê,,,,,,,,,
Công Ty TNHH Maxihub,www.maxihub.com.vn,"Trụ sở chính: KCN Ông Kèo, xã Phước Khánh, H. Nhơn Trạch,Đồng Nai, Việt Nam",(0251) 2814707,Hotline,,,marketing@maxihub.com.vn,kho bãi cho thuê,,,,,,,,,
Sonadezi Châu Đức - Công Ty Cổ Phần Sonadezi Châu Đức,www.sonadezi.com.vn,"115-116 Lô C2,Khu Dân Cư An Bình, P. An Bình, Tp. Biên Hòa,Đồng Nai, Việt Nam",(0251) 8860787,,,,chauduc@sonadezi.com.vn,kho bãi cho thuê,,,,,,,,,
